Overview;Like
corre año  juli bryce niños años aparentemente distintos vecinos compañeros clase juli enamora bryce siente años tratara evitarla  adolescentes escuela secundaria cambian bryce empieza mirar juli ojos;1
amelie chica demas visto pez colores deslizarse alcantarillas municipales madre morir plaza notredame padre dedicar afecto gnomo jardin veintidos años descubre objetivo vida arreglar vida demas inventa clase estrategias intervenir den existencia personas entorno portera pasa bebiendo vino oporto georgette estanquera hipocondriaca hombre cristal vecino ve mundo traves reproduccion cuadro renoir;1
cosa cheerleaders deciden pasar primeras vacaciones universidad divirtiendose manatee creek semana volvera mortal asesino armado hacha combate aparezca escena filmaffinity;0
nan;0
nan;0
nan;0
especial comico actor americano martin lawrence producido mtv;0
nan;0
proximidad muerte hermanas reunen vieja mansion familiar casa comienzan recordar enferma entra agonia desvela oscura tortuosa vida;1
nan;0
nan;0
nan;0
joven biologo victor sluzhkin falta recursos maestro geografia escuela regular perm lucha estudiandes choca director estudios conduce alumnos decimo curso explorar rio finalmente discrepancias lidera amistad victor algien normal bebe vino amigos llevarse mujer jardin infancia pequeña hija simplemente vive…;1
años lloyd christmas considerado chico estupido instituto cambia repentinamente curso conoce harry dunne muchacho descerebrado adentra mundo real  años casa madre maestra convertiran amigos alma intentaran aprovecharse ingenuidad torpeza;0
truman burbank hombre corriente ingenuo vivido vida pueblos pasa extraños sucesos sospechar anormal ocurriendo amigos actores ciudad plato vida filmada emitida reality ambicioso historia;1
relato vida grupo personajes hollywood previas fiesta cumpleaños productor film trabajando carl bright david hyde pierce periodista escribe guiones cree comprender razon esposa lee keener infeliz ejecutiva empresa compensa frustraciones despidiendo trabajadores linda mccormack masajista hotel unico preocupa encontrar hombre ideal calvin underwood estrella popular serie televisiva conseguido saltar mundo cine acaba fiesta cumpleaños gus exclusivo hotel beverly hills  pelicula experimental multitud cameos;0
joven jamie conway aspira escritor podido revista revisar datos articulos demas huerfano madre mujer dejado irse vivir paris modelo situacion unica via escape jamie noche drogas;0
erase castillo vivia inventor dedico vida crear criatura perfecta llamo edward inventor murio dejo incompleta creacion dedos tenia horribles manos hojas tijera pobre edward vivia castillo encantadora joven trabajaba firma avon llevo casa familia criatura especial edward preparada vivir ciudad extravagante falsa suburbia;1
nan;0
¿que clase hombre desafiaria rey mel gibson protagoniza dirige historia epica medieval independencia escocia siglo xiii “braveheart” basada legendaria historia sir william wallace mel gibson montañes escoces arrastra clan luchar tirania rey eduardo brutal asesinato joven esposa ingleses wallace busca venganza hambrientos inferior numero wallace lidera patriotas escoceses organizar ejercito guerreros sedientos libertad logrando recuperar espiritu haria escocia libre;1
jovenes inadaptados teletransportan peligroso universo alternativo confiere extraños poderes vidas cambian forma drastica irremediable aprender controlar habilidades equipo salvar mundo viejo conocido convertido temible enemigo adaptacion contemporanea equipo superheroes marvel;0
nan;1
nan;0
thibault noble medieval frances prometida sufren terrible contratiempo boda desesperado afligido thibault implora brujo administre pocion permite viajar volver impedir tragedia acaecida pequeño error envia enamorado aristocrata fiel escudero  años futuro chicago;0
hermanas bennet criadas madre obsesionada encontrarles marido lizzie inteligente caracter desea vida perspectivas abiertas anhelo respaldado padre señor bingley soltero rico circulo sofisticados amigos instalan mansion vecina pasar verano bennett entusiasman posibilidad encontrar pretendientes baile bienvenida lizzie conoce apuesto elegante señor darcy vista orgulloso arrogante;1
clasico television canadiense basada joya literatura infantil norteamericano ambientada isla prince edward finales siglo xix narra historia anne niña huerfana once años viaja orfanato reside granja tejas verdes pareja hermanos mayores esperan adoptarla llegar niña descubre error cuthbert esperaban realidad adoptar muchacho pudiera ayudarles granja filmaffinity;1
 forastero pasa caballo tumba antiguo sheriff jim duncan ciudad fronteriza lago sudoeste unidos propietarios compañia minera lago dave drake morgan allen obtienen apoyo vecinos pequeña ciudad contratar forastero proteger comunidad pistoleros cuya llegada inminente liberados cumplir condena acusaciones falsas compañia minera drakeallen forastero acepta contrato condicion llevarlo cabo forajidos pide pinten pueblo entero color rojo vivo cambien nombre pasa llamarse infierno;1
años sesenta neozelandes burt munro paso años perfeccionando moto indian  batir record velocidad llanuras bonneville utah;1
don vito corleone conocido circulos hampa padrino patriarca familias ejercen mando cosa nostra york años  don corleone hijos chica connie varones sonny michael freddie envian exiliado vegas dada incapacidad asumir puestos mando familia padrino reclina intervenir negocio estupefacientes empieza cruenta lucha violentos episodios distintas familias crimen organizado;1
sally drew barrymore hamburgueseria pequeño pueblo embarazada tipo casado acaba morir circunstancias claras comerlo beberlo sally bastantes problemas centro conspiracion orquestada manipuladora mujer amante muerto señora lever catherine ohara desesperada descubrir identidad amante difunto esposo encarga hijos dorian luke wilson angus jake busey busquen descanso ajustar cuentas chicos llevaran sorpresa descubran encantadora guapa embarazadisima cajera sally jackson tomara camino angus seguira plan dorian comenzara descubrir encantos chica esconde secretos familiares cambiaran vida filmaffinity;0
chris taylor ingenuo joven estadounidense llegada vietnam descubre combatir soldados vietnamitas miedo atormenta cansancio rabia invade oficiales mando libran batalla personal conflicto caos odio mella taylor confundiendo realidad insensibilizandole preciado humano vida;1
sobrevivir inicio inesperado viaje compañia camino beorn cambiador piel enjambre arañas gigantes peligroso monte mirkwood evitar elfos bosque capturen enanos prosiguen viaje ciudad lago finalmente llegan montaña solitaria enfrentarse peligros criatura terrorifica pondra prueba profundo valentia limites amistad sabiduria viaje dragon smaug;1
nicholas garrigan joven medico escoces buscando experiencias desplaza uganda años setenta ayuda humanitaria llegar atender idi amin lider sufrido aparatoso accidente chocar vehiculo vaca encuentro fascina dirigente nicholas convierta medico personal  joven deja seducir cautivadora personalidad gobernador convierte confidente intimo nicholas encanto generosidad idi amin esconde sanguinario atroz asesino intencion alejarse horror esconde terribles regimenes africa;1
años  iglesia santos angeles escuela centro cocina infierno barrio marginal york podian refugiarse niños marginados john lorenzo michael tommy amigos tratan sobrevivir barrio inmigrantes cuya unica guia moral padre robert carillo tipo criado calles desvien camino fechoria colectiva muere hombre muchachos enviados hogar wilkinson;1
nan;1
jefferson smith james stewart joven ingenuo idealista facilmente manipulable nombrado senador ignora washington tendra verselas politicos empresarios escrupulos haran perder fe gracias secretaria joven conoce entresijos politica protagoniza senado espectacular maratoniana intervencion defender apasionadamente democracia pone evidencia importante trama corrupcion;1
ash dispone pasar semana bosque novia traste repoducen cinta profesor grabado pasajes necronomicom libro muertos hechizo convoca fuerza demoniaca convierte compañera ash monstruo avido carne compañeros disponen pasar noche cabaña bosque demonio casa;1
pese gozado gloria premios luchador jake gyllenhaal caido desgracia rendido tomado decision mejorar imagen mujer hija;1
años impacto meteorito eliminado sociedad grupo supervivivientes tratan buscar version retorcida vieja tierra asediado merodeadores viciosos mutantes feroces sintomas terribles ambiente postapocaliptico;0
empieza lindo cuidad lovelyloveville cumpleaños schluufy’s oogieloves goobie zoozie toofie amigos edgar windy window ruffy organizando fiesta saliendo jedgar pierde cincos balones magicos oh the oogieloves inmediatamente envian amigos encontrar balones magicos salvar fiesta amigo;0
ben joven cuyo sueño llegar nadar olimpiadas vida perfecta cambiara pequeña aventura chica explosiva recien llegada dejara perseguirle novia deja relacion;0
sufrir ataque monstruoso jabali maldito joven ashitaka emprende camino busca cura detenga infeccion humanos acabando bosques dioses convertidos temibles bestias protegerlo encabezados mononoke princesa guerrera ashikata debera escoger bando decidir ayudar hombres deidades intentando detener maldicion herida extiende cuerpo cuartel;1
berlin octubre  caida muro madre alex mujer orgullosa ideas comunistas entra coma despierta meses hijo hara imposible entere viviendo alemania reunificada capitalista objetivo convertir apartamento familiar isla anclada especie museo socialismo madre viva comodamente creyendo cambiado;1
contexto social deteriorado crisis economica vida personas pondra patas cecile personaje simboliza deseo filmaffinity;0
bob harris charlotte norteamericanos encuentran tokio bob estrella cine mediana edad venido rodar anuncio charlotte mujer joven acompaña partes marido fanatico incapaces dormir caminos bob charlotte cruzan casualidad tardara nacer sorprendente amistad aventuran juntos vida nocturna tokio comparten inolvidables experiencias habitantes ciudad terminan descubriendo vida;1
nan;0
hombre busca surf salida crisis existencial;0
aires juan marcos estafadores monta joven veterano arte timpo casualmente ven envueltos asunto millonarios estafa fallar;1
historia centra nacimiento  republica china fuerzas nacionalistas comandadas sun yatsen expulsaron dinastia quing;0
teyve lechero pueblo ucraniano vive feliz esposa hijas solteras reparto conoce perchick pobre estudiante kiev ideales revolucionarios simpatizan teyve ofrece casa comida cambio clases hijas lazar wolf rudo carnicero quedado viudo pide teyve mano tzeitel hija concede;1
nan;0
jeff donovan vecino buskerville obsesionado misterio envuelve bruja blair organiza expedicion compañeros universidad adentrarse bosques maryland encontrar estudiantes cine desaparecidos resolver leyenda bruja reputado documentalista joe berlinger dirige secuela exitosa the blair witch project;0
lemuel gulliver jack black aspirante escritor repartidor importante periodico york sueña escribir libros viajes toma decision navegar triangulo bermudas terrible tormenta arrastra isla perdida habitada personas diminutas liliputienses comienzo amistoso gigante gulliver convierte fuente inspiracion confianza diminutos amigos ordenes liliputienses victoria enemigos isla vecina gulliver tendra saldar cuentas defectos salir limitado mundo;0
nan;0
año  indiana jones profesor arqueologia dispuesto correr peligrosas aventuras valiosas reliquias historicas infructuosa mision sudamerica gobierno estadounidense encarga busqueda arca alianza conservan tablas ley dios entrego moises leyenda posea tendra absoluto razon buscan nazis;1
jovenes estudiantes ganas juerga acaban carcel sorprendidas casa llena drogas locas vacaciones escolares primavera salen fianza gracias joven traficante armas drogas james franco ve chicas potenciales delincuentes serle utiles;0
harry deseando termine verano comenzar curso hogwarts abandonar casa despreciables tios dursley desconoce harry abandonar privet drive inesperadamente convertir tia marge globo gigante autobus noctambulo encantado llevara taberna caldero chorreante espera cornelius fudge ministro magia;1
elegante fiesta jardin especie local avispas mutan gigantes depredadores paul julia asistentes catering intentaran detener criaturas;0
nan;1
rizwan khan tanay chheda niño musulman crio madre zarina wahab borivali seccion bombay india sufre sindrome asperger adulto shahrukh khan rizwan enamora hindu madre soltera mandira kajol vive san francisco atentados  rizwan detenido sospechoso terrorismo autoridades conducta sospechosa razon discapacidad arresto reune radha sheetal menon terapeuta ayuda superar traumas vividos rizwan comienza viaje encontrar reunirse presidente barack obama christopher duncan limpiar nombre;1
principios siglo xx narra historia celie adolescente negra catorce años embarazada padre hombre despotico cruel vida estara llena dolor humillaciones;1
kevin favor falta fe impide reconocer amor felicidad sentados kevin chica sueños abbey tren aereo chicago inmediatamente sienten mutuamente atraidos deja escapar oportunidad atreverse preguntarle nombre pedirle numero telefono;0
campus pequeña poblacion norteamerica terrorificos aliens encuentran infiltrados gente disfrazados bellas mujeres unica forma distinguir extraterrestres ombligo;0
david aaronson noodles pobre joven judio conoce suburbios principios siglo xx manhattan york maximilian bercovicz max joven origen hebreo dispuesto llegar metodo entablan amistad forman  colegas noodles patrick goldberg patsy philip stein cockeye dominic banda prospera rapidamente desgraciadamente perseguidos bugsy tipo noodles amigos trabajaban anteriormente asaltos mata dominic rapidamente noodles tira mata pasara  años prision noodles sale prision recibe max banda  amigos patsy cockeye rapidamente  llegan convertirse tiempos prohibicion mayores gansteres;1
historia ambientada epoca imperio maya idilica existencia mayas brutalmente interrumpida ataque fuerza invasora hombre emprende arriesgado viaje mundo regido miedo opresion espera incierto giro destino espoleado amor esposa familia emprendera regreso hogar desesperado esfuerzo preservar forma vida;1
familia superheroes retirados entraditos años kilos tratan sobrevivir dura vida diaria obligados volver accion simplemente salvar mundo bob paar solia superheroes mundo conocia mr increible salvaba vidas luchaba villanos diario  años bob mujer famosa exsuperheroina derecho adoptado identidad civil retirado periferia vida normal hijos bob dedica comprobar plazos reclamaciones seguros lucha aburrimiento michelines deseando volver entrar accion recibe misteriosa comunicacion ordena dirigirse remota isla cumplir mision alto secreto piensa;1
nan;0
pelicula creadores  scary movie ocasion parodia peliculas catastrofes mañana peliculas actualidad hancock high school musical juno  ironman etc;0
illinois  ladrones golpe hombre confianza gangster embolsan monton dinero gangster decide vengarse mata golpe logra escapar entra contacto compinche deciden timo hara temblar finanzas jefe mafia;1
nan;0
driver ryan gosling taller conductor especialista cine noches forma esporadica chofer delincuentes shannon brian cranston mentor jefe conoce talento volante busca directores cine television criminales necesiten conductor fugas llevandose correspondiente comision mundo driver cambia conoce irene carey mulligan guapa vecina hijo pequeño marido carcel;1
nan;1
indicar noche grupo amigos pasaran rato tranquilos tomando bar cambia luces tipo energia comienzan desaparecer ciudad sume oscuridad reina caos telefonos farolas ningun tipo comunicacion miedo absoluto apodera vean invasion enormes ovnis vienen cielo venido tomar planeta erradicar raza humana amigos quedaran brazos cruzados plantaran cara ficcion aventura acompañaran grupo lucha supervivencia mundo luchando;0
nan;0
 años lilja joven rusa abandonada madre vida miserable ciudad pobre decadente exunion sovietica unica via escapar hambre pobreza extrema prostituyendo cuerpo esporadicamente desdicha unico amigo volodja niño  años adicto pegamento escapar realidad soñando vida vida soñada pone alcance lilja conoce andrei enamora propone marche suecia empiece vida;1
nan;1
monroe cole aguila presidente unidos gene hackman retira pequeña apacible poblacion inglaterra gente convence presente elecciones alcalde monroe asunto facil tendra enfrentarse duro rival dueño tienda pueblo ray romano molesta presidente corteje novia maura tierney;0
batmanbruce wayne christian bale regresa continuar guerra crimen ayuda teniente jim gordon gary oldman fiscal distrito harvey dent aaron eckhart batman propone destruir crimen organizado ciudad gotham triunvirato demuestra eficacia aparece joker heath ledger criminal desencadena caos aterrados ciudadanos;1
nan;0
harry regresa año hogwarts descubre malas ocurren sitio llamado camara secretos abierto heredero slytherin hara hijos muggles impuros aparezcan petrificados misteriosamente animal monstruoso;1
nan;1
zapatos pequeña zhore desaparecido hermano ali perdido pobres zapatos idea zhore zapatos compartir ali;1
nan;0
extenuado frenetico ritmo cadena montaje obrero metalurgico acaba perdiendo razon recuperarse hospital sale encarcelado participar manifestacion encontraba casualidad carcel pretenderlo ayuda controlar motin gracias queda libertad reemprende lucha supervivencia compañia joven huerfana conoce calle;1
berlin abril  calles berlin libra encarnizada batalla hitler bruno ganz fieles atrincherado bunker traudl junge alexandra maria lara secretaria personal führer exterior situacion recrudece berlin resistir hitler niega abandonar ciudad acompañado eva braun juliane köhler prepara despedida;1
harry potter regresa quinto año hogwarts sacudido tragedia ocurrida torneo magos ministro magia niega regreso lord voldemort harry convierte centro atencion comunidad magica lucha problemas colegio incluyendo profesora dolores umbridge intentara aprender misteriosa orden fenix;1
jintae zapatero años trabajando descanso hermano menor jinseok universidad sueños esperanzas desvanecen obligados incorporarse ejercito voluntad separado casa familia jintae promete proteger jinsok guerra pondra prueba lazos fe amor confianza;1
sabana africana escenario aventuras simba pequeño leon heredero trono ve forzado exiliarse injustamente acusado muerte padre destierro hara amistades finalmente regresara recuperar legitimamente corresponde;1
ciudad detroit dominada bandas mafiosos controlados policia poderosos dirigentes multinacional ocp quieren destruir barrio inmigrantes construir complejo residencial lujo lograrlo sobornan politicos controlan policia controlar robocop protegera inocentes perdido oprimidos policias arranque honestidad unen robocop restablecer orden justicia;0
grupo estudiantes universitarios ganas aventura fiesta excitante semana verano convertira sangrienta pesadilla ven sorprendidos peligrosos tiburones tranquilas aguas lago louisiana divierten;0
minsik choi hombre negocios coreano secuestrado confinado años celda television ignora razon trilogia venganza chanwook park;1
david king compra casa colinas angustia angeles obtiene esperaba extraños inexplicables sucesos casa comienzan tomar control vida cotidiana;0
historia deportistas espectaculares carismaticos siglo xx niñez carolina norte finales nba chicago bulls consiguio  anillos convirtio leyenda;1
keller dover enfrenta pesadillas anna hija años desaparecido amiga joy medida pasa panico dominando desesperado decide ocuparse personalmente asunto ¿hasta dispuesto llegar averiguar paradero hija;1
diez años perturbar vida hombre ingenuo famosa mascara loki cae manos joven padre caricaturista tim avery jamie kennedy supera temor paternidad nacimiento hijo descubre niño nacido poderes mascara situacion complica celoso perro familia enfrenta niño control mascara ignoran loki alan cumming malvado dios escandinavo busca mascara dispuesto recuperarla;0
cientifico enviado estacion espacial remoto planeta cubierto agua investigar misteriosa muerte medico adaptacion clasico cienciaficcion escritor polaco stanislaw lem;1
equipo navy seals altamente cualificados terminan embarcados batalla vidas enfrentarse cara cara muertos vivientes producirse brote mortal orleans seals deberan luchar salvar vidas ciudad ejercito zombies;0
andrew beckett joven prometedor abogado philadelphia despedido prestigioso bufete jefes enteran contraido sida decide demandar empresa despido improcedente principio ningun abogado acepta defender caso;1
jacqueline susann escritoras best sellers quiso ocupar famosos tenia agente llamaba prueba ganaba vida escribiendo algun anuncio television radio participaba concurso televisivo manager publicista irving mansfield sabia persona indicada realidad sueños jackie sabia enamorado extravagante actriz parecia carrera jackie iba irving ocurrio idea tenia escribir novela resultado valle muñecas filmaffinity;0
juguetes andy niño  años temen llegado hora regalo cumpleaños sustituya corazon dueño woody vaquero juguete favorito andy tranquilizarlos aparece buzz lightyear heroe espacial dotado tipo avances tecnologicos woody relegado plano constante rivalidad transformara amistad pierden ciudad volver casa;1
nan;1
nan;0
adolescentes atafeh shireen amiga experimentando sexualidad subcultura escena artistica teheran hermano atafeh mehran vuelve casa salir centro rehabilitacion drogas;1
chris cutter paul gross abandono hogar pequeño pueblo llamado long bay dejo oportunidad convertirse ganador trofeo competencia curling novia julie michelle nolden esperando altar diez años lider club curling entrenador foley decide volver formar equipo victima ataque corazon foley muere conseguirlo cutter asiste funeral decide realidad voluntad difunto ganar prestigiosa escoba oro campeonato curling conseguirlo chris reunira miembros originales equipo reanudara relacion excentrico padre gordon leslie nielsen involucrara vida hermana julie amy molly parker;0
peter williams  profesor alcoholico obsesionado vieja historia guerra uss lionfish submarino marina americana misteriosamente encadenado sellado cerrado muelle ;0
pelicula basada popular videojuego dungeon siege historia corte medieval granjero procedente origen humilde convertirse heroico valeroso principe tendra salvar reino oscuro tenebroso;0
documental causas responsables crisis economica mundial  significo ruina millones personas perdieron hogares empleos puso peligro estabilidad economica paises desarrollados traves extensa investigacion entrevistas financieros politicos periodistas muestra auge empresarios escrupulos degradacion politica educacion;1
basada hechos reales historia george jung hombre familia humilde consiguio hacerse multimillonario gracias version sueño americano estancia carcel adentra mundo narcotrafico colombia traves ingenioso sistema importacion llega comerciar cocaina entra unidos  acompañado mirtha delgado formaran triangulo compartira situaciones limite dominadas pasion odio amistad desmedida ambicion;1
historia centra sheriff pequeña localidad intentara rescatar mujer piensa secuestrada realidad sucede agentes fbi llevado protegerla;0
basada historia real maria altmann helen mirren mujer judia huyo viena ii guerra mundial  regresa sesenta años reclamar propiedades nazis confiscaron familia celebre retrato adele blochbauer gustav klimt  joven abogado randy schoenberg ryan reynolds ayudara lucha gobierno austriaco corte suprema unidos maria debera enfrentarse terribles verdades;1
veer piloto armada india conoce zaara chica pakistani viaja pequeño pueblo enterrar cenizas antigua criada decide guiarla viaje surge amor zaara comprometida;1
nan;0
corre año  ciudad alexandria virginia tomo polemica decision integrar secundario tc williams estudiantes raza negra raza blanca jugadores blancos veian temor ingreso jugadores negros equipo llamado titanes ponia peligro puestos miedo aumento entrenador bill yoast reemplazado cargo herman boone raza afroamericana;1
maximo legiones romanas querido cesar marco aurelio morir elige sucesor dejando hijo comodo comodo movido odio prepara conspiracion maximo condena familia muerte maximo intentara salvar mujer hijo llega comodo adelantado maximo volvera roma gladiador busca venganza;1
cindy bandolini posee vida envidiable cheerleader hermosa rica novio alan jensen estudia filosofia harvard estrella equipo baloncesto universidad pequeño detalle complica padre jefes importantes mafia fbi persigue novio opta refugiarse brazos chesney profesora filosofia hara complicar alan embrollo desea salir conseguirlo vivira duda experiencia excitante historia universidad;0
angeles años  departamento policia vive tiempos agitados ciudad revuelta sacudida continuamente escandalos destapa prensa sensacionalista mundo busca fama drogas alcohol sexo dinero agentes caracteres opuestos cambio guian acciones nobles sentimientos bud white russell crowe mete tipo lios soporta maltraten mujer ed exley guy pearce novato limpiar cuerpo policia corrupcion imparable invade escalafon policial cueste desprecio compañeros tareas problemas noche aparecen muertos agentes local nocturno;1
llegada enorme nave espacial extraterrestre johannesburgo sudafrica alienigenas recien llegados tierra obligo vivir condiciones penosas refugiados especie campo concentracion construido afueras ciudad empezo veinte años extraterrestres tomaron contacto planeta humanos esperaban ataque hostil avance tecnologico raza alienigena sucedio extraterrestres refugiados mundo confino alienigenas campo refugiados distrito  naciones mundo decidieran extraña situacion paso;1
historia centra sosuke niño  años relacion princesa pez ansia convertirse humano libre adaptacion sirenita obtuvo acogida critica festival venecia ;1
stacey keach jess tyler ermitaño ultimos años guardando mina plata abandonada aparece vida joven sexy hija veia bebe mujer llevo abandonandole;0
jackie brown pam grier azafata vuelo necesita dinero correo robbie mafioso buscado policia sorprendida aduana acusada trafico drogas evasion capital podra evitar ingreso prision acepta propuesta policia ayudarles llegar robbie;1
futuro cercano theodore hombre solitario punto divorciarse empresa escritor cartas terceras personas compra sistema operativo basado modelo inteligencia artificial diseñado satisfacer necesidades usuario sorpresa crea relacion romantica samantha voz femenina sistema operativo;1
historia pasos antiguo agente scotland yard dylan dog detective privado paranormal ocupa exclusivamente casos insolitos brujas fantasmas espiritus;0
redada droga desaparecen millones dolares sepa culpable principal sospechoso robo terry connor policia metodos salvar reputacion vida;0
coronel fuerzas especiales robert sikes  regresa casa oriente convertirse justiciero cuyo unico objetivo eliminar crimen ciudad empeorado ausencia dudara formar equipo encargado eliminar mafiosos criminales politicos corruptos responsables decadencia;0
nan;1
 feet from stardom homenaje coristas escenario ocupan plano cantantes famosos bruce springsteen stevie wonder mick jagger miran coro piden marcha voces proporcionan armonia mejores bandas musica popular vida cantantes secundarios habiamos sabido;1
angeles  crisis misiles cubanos george falconer colin firth profesor universitario britanico homosexual  años lucha encontrarle sentido vida muerte compañero sentimental jim matthew goode george recibe consuelo amiga intima charley julianne moore belleza  años lucha dudas acerca futuro joven estudiante kenny nicholas hoult intentando aceptar autentica naturaleza acecha george ve espiritu afin;1
narra aventuras grupo exploradores agujero gusano recientemente descubierto superar limitaciones viajes espaciales tripulados vencer inmensas distancias viaje interestelar;1
popular presentador hugh grant dirige concurso jovenes estrellas satira politica television mundo negocios mezclan presidente unidos terrorismo islamico aspiraciones fama bella joven mandy moore;0
aventuras corcel mustang salvaje ingobernable recorre indomita frontera norteamericana hombre joven tribu lakota llamado little creek spirit niega dejarse domar amigo valiente corcel amor hermosa yegua llamada rain spirit conviertira heroes anonimos viejo oeste;1
nicholas orton perspicaz influyente hombre negocios acostumbrado controlar absolutamente facetas existencia perfecta vida sufre dramatico cambio hermano conrad original regalo cumpleaños tendra consecuencias devastadoras acceso misteriosa forma entretenimiento perderse regla reglas;1
salvaje oeste jonah hex josh brolin conocido cicatriz derecha rostro vestir uniforme ejercito confederado niño vendido apaches padre hacerse mundo duro oeste sobreviviendo pistolero cazador recompensas unico contacto mundo traves bella lilah megan fox;0
precuela exorcista the exorcist  william friedkin relata encuentro padre lankester marin stellan skarsard diablo africa guerra mundial;0
nan;0
 clement mathieu profesor musica desempleado acepta puesto profesor vigilante internado reeducacion menores sistema represivo aplicado director conmociona mathieu enseñandoles musica canto coral niños dificiles mathieu transformara vidas cotidianas;1
ferdinand griffon alias pierrot huye paris marianne niñera contratado esposa pareja dirige sur francia viaje torna peligroso banda gangsters marianne implicada pisando talones;1
royal tenenbaum gene hackman mujer etheline anjelica huston hijos chas ben stiller richie luke wilson margot gwyneth paltrow separado chas sector inmobiliario parecia don innato finanzas internacionales margot dramaturga obtuvo beca braverman  dolares instituto richie campeon junior tenis gano campeonatos unidos años consecutivos brillantes recuerdos jovenes tenenbaums quedan repentinamente borrados decadas traiciones fracasos decepciones consideran padre principal responsable;1
ayla niña cromagnon  años queda aislada tribu culpa terremoto pese estirpe desarrollada acogida grupo neandertales basan razonamientos comportamientos experiencias antepasados ayla eslabon evolutivo introduce adelanto renovacion convierte niña fuerte independiente desarrollado instinto supervivencia cualidades innatas provocan conmocion rechazo sociedad convive expulsada jefe clan futuro incierto;0
elmer gantry burt lancaster hombre atractivo oportunista extremadamente inmoral asiste casualidad reunion religiosa facil ganar dinero predicador convierte religion evangelica hermana sharon falconer jean simmons elmer pronuncia estremecedores sermones permiten fama dinero periodista arthur kennedy pasos desenmascararlo situacion complica reaparece vida antigua amiga shirley jones hara gantry enfrentar turbio;1
the rise of the krays años boxeadores aficionados  años rapidamente abrieron camino convertirse villanos temidos respetados londres contada traves ojos amigo cercano sobrevivio vemos ascender infamia traves drogas sexo asesinato;0
basada serie tv americana años sesenta impedir pelos desastre planta petrolifera thunderbirds regresan base secreta base espacial tb gravemente dañada aparentemente impacto meteorito desconocen complot peligroso criminal internacional pretende controlar cerebro personas;0
kevin parson joven seminarista acabar tesis graduacion convierte objetivo escurridizo demente denominan “el asesino enigma” encuentro aterrador kevin “confesar pecado” coche saltara aires conoce psicologo criminalista cuyo hermano murio explosion similar juntos trataran descubrir conexiones asesino vuelva actuar filmaffinity;0
cartero servicio postal unidos gordon david arquette orgulloso habilidad frente crisis canina pudiera producirse recorrido zona residencial gordon hombre talento alerta armado artilugios defensivos especialmente diseñados enfrenta enemigo comando antiperros ofrece cuidar hijo hermosa vecina stephanie leslie bibb gordon horma zapato superperro policia acaba escapar programa proteccion testigos mafiosos locales preocupado dueño agente fbi murdoch pisandole talones canino fugitivo buscaba refugio camioneta reparto godon comienza aventura transformaciones inesperadas hombre perro filmaffinity;0
milagro medico conseguido reducir tumor darle años vida adolescente hazel considerado enferma terminal joven gus entra formar grupo ayuda enfermos cancer juvenil vida hazel transforma completo;1
defender derechos ciudadanos africanos sudafrica gandhi considerando hindues ciudadanos clase tierra incita sublevarse imperio britanico doctrina noviolencia;1
nan;0
desastres azotan inglaterra harry compañeros vuelven hogwarts cursar sexto año estudios medidas seguridad convertido colegio fortaleza estudiantes victimas ataques inexplicables harry sospecha draco malfoy responsable decide averiguar razon albus dumbledore protagonista exploran lord voldemort recuerdos director recolectado dumbledore planea preparar muchacho batalla;1
doctor michael glass reputado psiquiatra criminalista londres invitado detective scotland yark roy washburn evalue novelista catherine tramell polemica atractiva escritora exito visto envuelta turbio asesinato;0
ryden malby gradua universidad ve obligada regresar casa infancia excentrica familia encontrar hombre correcto algun indicio dirige vida;0
grupo niñas  años enfrentan noche horror adiccion compulsiva juego medios sociales linea convierte intimidacion cibernetica noche locura;0
paisaje exuberante hermosa fotografia destacan biografia princesa kaiulani qorianka kilcher princesa hawaiana siglo  crio inglaterra decidido mantener independencia pueblo comerciantes americanos agresivos enviado inglaterra niño padre escoces kaiulani regresa hawai convierte activista politico lucha conservar trono dejar amante ingles;0
basado novela bestseller convertido pelicula aclamada año pequeños amir hassan amigos inseparables desafortunado separa años amir comenzara peligrosa mision corregir errores  redimirse formas imagino  demostrando maximo devocion amigo dirigida marc foster descubriendo jamas bola monter cometas cielo permite creer justicia mundo  richard corliss time;1
disputa hermanos extiende traves generations drama contado partes muestra hermanos baahubali bhallaladeva luchando trono reino mahishmathi;1
adolescente neoyorquino crece barrio marginal ciudad enfrentandose restricciones impone abuela reciente novia desequilibrada recuerdo hermano menor añora aclamada pelicula cine independiente consiguio criticas sendos premios festivales deauville san sebastian;1
harry block escritor mediana edad exito servido frecuencia experiencias sentimentales familiares escribir obras razon amigos parientes exmujeres odian tales circunstancias resulta dificil encontrar alguien quiera acompañarlo viaje vieja universidad recibir homenaje;1
adaptacion novela escrita randy arrington butch masters piloto caza lidera escuadron recuperacion adm masters atravesar amistad fracturada triangulo amoroso tomar cielos reclamar ejercito honor personal;0
pasa vacaciones heroes imaginarios amigos superpoderes chico imaginacion cobran vida invitaran pasar multiples aventuras;0
