id;title;overview;release_date;like
452947;Lake Alice;Sarah Thomas es una chica de 20 años que viaja con su familia a una cabaña cerca del Lago Alice. Una vez allí, la familia comienza a sentirse acosada por una extraña presencia y situaciones poco comunes.;8/5/17;
521753;Café pendiente;Así́ como “el aleteo de las alas de una mariposa se puede sentir al otro lado del mundo” (según el proverbio chino) el café́ pendiente ofrecido en Nápoles se puede sentir en Buenos Aires y replicar en Nueva York. En los bares de tres ciudades distintas del mundo la cámara registra el “primer aleteo” de un pocillo de café́ ofrecido a un parroquiano. Ese café́ ofrecido es un primer gesto que provocará otro en quien lo recibe, y otro en quien lo replica, y otro, y otro más, haciendo que las historias se vayan encadenando de un lado al otro del Atlántico.;7/5/17;
457702;Robada al nacer;La joven pareja Alicia y Ray , acaban de ser padres y están muy felices, pero el bebé empieza a mostrar signos de enfermedad y ha desarrollado un síndrome de abstinencia. Entonces descubren que su pequeño fue robado.;7/5/17;
433422;Fairy Tail: Dragon Cry;Natsu Dragneel y sus amigos viajan a la isla Reino de Stella, donde se revelarán secretos oscuros, tendrán que enfrentarse a nuevos enemigos y, una vez más, deberán salvar al mundo de la destrucción absoluta.;6/5/17;
460170;La victoria;"El cine como institución y trabajo, pero también como un suplemento vital de la propia vida; eso es lo que vive en cierta forma el protagonista del film, un proyectorista de un heterodoxo cineclub cuya cotidianidad tiene instantes de cine, experiencia quizás extensiva a otros empleados, como lo sugiere el hermoso plano (sonoro) de clausura. El trabajo sobre el espacio es tan notable como la astucia para citar clásicos en el relato. (Roger Koza)";6/5/17;
468698;La huida;Maggie, una problemática adolescente, se escapa de su casa por culpa de su abusivo padrastro. Su madre hará todo lo posible por recuperarla;6/5/17;
401546;La cena;Paul y Claire Lohman son un matrimonio con dos hijos que deben asistir a una lujosa cena organizada por Stan, el hermano de Paul. Stan es candidato a gobernador y quiere aprovechar esa cena para poner fin al oscuro secreto que esconde la familia de su hermano y que está directamente relacionado con sus hijos. ¿Hasta dónde llegará el matrimonio Lohman por defender y proteger a sus chicos?;5/5/17;
473507;El precio de la libertad;Una mujer condenada a prisión por un delito de conducción temeraria vuelve a su hogar con la intención de recuperar su vida. Sólo lleva unos meses en casa cuando aparece su antigua compañera de celda...;5/5/17;
351233;Plaza de la Soledad;La Plaza de la Soledad es un grito por dignidad, y una búsqueda por la igualdad y respeto que todos merecemos, en especial para las niñas, jóvenes y mujeres mayores que se dedican a la prostitución. Es un documental que retrata las historias de personas vulnerables, y valientes, que al final sirve como un objeto cultural esperanzador.;5/5/17;
539121;Dainiji Ura Nyuugakushiken The Animation;Shirayuri Youko, una alumna ejemplar que acaba de transferirse a una nueva escuela, es llamada por el director para aclarar una serie de situaciones que no son mucho de su agrado, esta al verse acorralada le pide ayuda, la cual recibirá con muy a su pesar…;5/5/17;
451349;Black Site Delta;Un grupo de prisioneros militares debe luchar contra un ataque terrorista en su prisión que, que sin ellos saberlo, es una cubierta para una instalación secreta de control de aviones no tripulados.;5/5/17;
451273;Birds Like Us;La historia sigue a un grupo de aves en un viaje en el que intentan encontrar una vida mejor para ellos y para sus seres queridos.;5/5/17;
423236;I Remember You;Una historia sobre dos jóvenes que se mudan a un pequeño pueblo abandonado en Islandia para renovar una antigua casa. Pero no saben nada del pasado oscuro del pueblo. (FILMAFFINITY);5/5/17;
402582;Handsome: Una película de misterio de Netflix;Gene Handsome es un detective de Los Angeles que trata de darle sentido a su vida mientras intentar resolver crímenes. La habilidad de Handsome para desentrañar misterios sólo es equiparable a su incapacidad para resolver sus propios problemas.;5/5/17;
447306;Herederos de la bestia;Imposible imaginar el cine español actual sin El día de la Bestia. Dos décadas después de su estreno, la película de Álex de la Iglesia sigue siendo el gran referente al que acudir si se quiere mezclar el fantástico más brutal con la tradición española del esperpento. Este documental entrevista al equipo responsable de esa obra maestra y calibra su aún vigente influencia.;5/5/17;
481583;Barbie Dreamtopia: El Festival de la Diversión;Barbie y su hermana pequeña, Chelsea, y su cachorro Honey viajan a través de los mundos de Dreamtopia, exloran los increíbles mundos de El reino de las chuches y Montaña de purpurina encontrándose coloridos y personajes.;5/5/17;
426253;The lovers;Mary y Michael forman un matrimonio de mediana edad que tras años de rutina ambos tienen un amante, y parecen aceptarlo en silencio. Pero un día todo cambia y se vuelven a enamorar.;5/5/17;
446829;Max 2: El héroe de la Casa Blanca;Max es asignado a la Casa Blanca mientras que Butch, el perro del servicio secreto, está de baja por maternidad. Max conoce a TJ, un niño de 12 años que es el hijo del Presidente. Como su padre es muy importante, él se tiene que esforzar para llevar una vida normal. Durante la visita del Presidente de Rusia, que viene con su hija Alex, TJ acompaña a Alex y se hace amigo de ella. Cuando se meten en problemas será Max el que venga al rescate.;5/5/17;
426272;Take Me;Ray es un emprendedor novato que se especializa en la simulación de secuestros. Se lanza a ello después de que un misterioso cliente le contrate para un fin de semana de secuestro a cambio de una buena suma. Pero el trabajo no es lo que parece.;5/5/17;
381032;Another Evil;Después de encontrar a un fantasma en su casa de vacaciones, Dan (Steve Zissis) y su esposa Mary (Jennifer Irwin) connsultan a un exorcista. Descontento con el veredicto, Dan decide buscar una segunda opinión sin que su esposa se entere. Así que contrata a Os (Mark Proksch), que se compromete a deshacerse del ser. Durante una semana en la casa de vacaciones, ellos tratan de exorcizar al fantasma, sin embargo, no será tan sencillo.;5/5/17;
405360;Pasaje al amanecer;Noviembre de 2004. El joven foto periodista Javier (Nicolás Coronado) recibe una sugerente propuesta de la agencia de prensa en la que trabaja: viajar al cubrir la guerra de Irak a Faluya, donde se está librando la más sangrienta de las batallas del conflicto. Javier acepta, y debe emprender viaje en pocos días, el 30 de diciembre. Antes de partir, decide comunicar su decisión a su familia y su novia (Andrea Duro) en Nochebuena. La noticia consigue resquebrajar los cimientos familiares. La vida y las relaciones de todos sus miembros, que viajarán a sus propios infiernos personales, se verán modificadas para siempre.;5/5/17;
378111;Richard, la cigüeña;Richard –un gorrión– ha sido adoptado y criado por una familia de cigüeñas, y está convencido de ser una de ellas. Pero surgen problemas cuando las cigüeñas, aves migratorias, parten hacia África para pasar el invierno. Richard quiere partir también, y empieza a hacer autostop por toda Europa, en autobús, tren, y barco, junto con un búho excéntrico y un periquito divertidísimo que canta disco, para demostrar a su familia de cigüeñas que él también es una de ellas.;5/5/17;
460177;Dónde estás en el futuro?;La película se despliega en el tiempo como si emulara la forma de un flujo de conciencia. Como si desparramara sobre una mesa sus materiales y fuera saltando de uno a otro buscando conexiones que le permitan desentrañar un misterio. No importa tanto el misterio en sí, como los pequeños eventos que se producen a lo largo del camino que se ensaya. Pocas películas logran ser tan inteligentes al revelar cómo las formas del amor han sido radicalmente transformadas por el avance de la tecnología. (Ramiro Sonzini);5/5/17;
423985;A Happening of Monumental Proportions;Durante el transcurso de un día, un grupo de estudiantes en una escuela en Los Ángeles se encuentran atrapados en una trama de sexo, mentiras y cadáveres.;5/5/17;
438421;El jugador de ajedrez;Diego Padilla se convierte en campeón de ajedrez en 1934, pero tras el estallido de la Guerra Civil se ve obligado a exiliarse en Francia junto a Marianne Latour y la hija de ambos. Ella es una periodista francesa de quien se enamora perdidamente, por eso cuando le pide que huya acepta. Pero tiempo después de llegar a su destino Padilla es acusado de ser un espía y acaba en una prisión de l SS, donde intentará sobrevivir ayudándose de la afición por el ajedrez del oficial al mando, el coronel Maier.  En esta odisea Padilla conocerá el horror de perder lo más importante, la epifanía del amor en tiempos desesperados y la miseria moral que arruinaron los sueños de un hombre bueno, de una persona para la cual el ajedrez fue su vida, pero su vida no fue sólo el ajedrez.;5/5/17;
376576;Without Name;Sigue a un agrimensor en una tarea para medir un bosque antiguo para un desarrollador pero pronto pierde su razón en un entorno sobrenatural que tiene sus propios planes.;5/5/17;
242606;No dejes de mirar;Una familia queda prisionera en su propia casa cuando unos intrusos se hacen con la vivienda. Comienza entonces un juego de vida o muerte en el que hay misteriosas reglas que se desvelan a medida que avanza la noche. ¿Podrán sobrevivir a esta pesadilla?  Dirigida por Sean Carter (The Killing Room), Keep Watching cuenta con un reparto formado por Bella Thorne (Juntos y revueltos), Chandler Riggs (El último gran día), Ioan Gruffudd (Los cuatro fantásticos), Natalie Martinez (La trama), Matthew Willig (La verdad duele) y Christopher James Baker (El santuario), entre otros.;4/5/17;
433770;Lota y la cara seria de la vida;Lotta, una joven médico, ha encontrado un trabajo en una clínica en el distrito de Kreuzberg en Berlín. Su pequeña hija Lilo no está muy contenta de tener que mudarse. Mientras que Lotta hace amistad con el dueño de un restaurante marroquí, resulta que sus dos hijos comparten el mismo destino : ser forasteros en la escuela.;4/5/17;
499416;Yo sólo quería volver a casa;En septiembre de 1986, se descubren los cuerpos de dos niños junto a una vía de ferrocarril abandonada a las afueras de Metz. Es el comienzo de una historia trágica que se convertirá en una lucha.;4/5/17;
464070;Ensayo de Despedida;Mi mamá murió hace diez años y no me acuerdo casi nada de ella. En la necesidad de armarme una historia para poder despedirme nace el documental, en una búsqueda que toma la forma de un ensayo personal con una narración por momentos más cercana a la de un cuento de ficción.;4/5/17;
440695;Se lo dije, Lucecita;Lucecita Moreno se pierde todos los sábados por la noche, pero extrañamente vuelve los lunes a las seis de la mañana. El pueblo sospecha que ella anda por malos pasos, y le encomiendan a Francisco Rueda, la misión de ponerla en orden.;4/5/17;
464356;Ni Un Pibe Menos;El 7 Septiembre de 2013, en Buenos Aires, Argentina. A pocos metros de dos destacamientos de las fuerzas de seguridad, en el humilde barrio de Zavaleta, dos bandas de narcotraficantes se disputan una boca de expendio de drogas. El tiroteo dura tres horas, explotan 105 balas. Una de esta mata Kevin, 9 anos. Por tres días ningún canal de información cuenta la noticia, el telediario nacional no habla después de 8 días. La comunidad de Zavaleta reacciona unida.;4/5/17;
455904;Maradonapoli;Documental sobre la relación entre Maradona y el Napoles, contada por los propios aficionados, desde personas mayores hasta los más jóvenes, quienes cuentan lo que representa Maradona para ellos, las emociones que sintieron desde su firma por el Nápoles en 1984 y la huella que su trayectoria dejó en el fútbol italiano.;4/5/17;
456715;Se Busca Novio… Para Mi Mujer;Daniel alcanzó el límite de su paciencia con su mujer. La extremadamente temperamental Natalia está siempre protestando. Pero Daniel no tiene el coraje para pedir el divorcio. Así, acepta el consejo de sus amigos de contratar a un famoso Don Juan local para que seduzca a su mujer y sea ella quien lo abandone.;4/5/17;
482569;Axel Braun's Asian Connection;Hecho: las mujeres asiáticas son el epítome de lo exótico y lo erótico. Hecho: Axel Braun es un maestro de la captura de sexo en la cámara. Ahora junta estas dos verdades indiscutibles, agrega a cinco preciosas chicas asiáticas a la mezcla, ¿y qué obtienes? ¡Otra obra maestra de Wicked Pictures!;3/5/17;
455714;Bad Genius;Bienvenido al negocio de chuletas para exámenes dirigido por Lynn, una estudiante brillante que encuentra la idea de negocio después de ayudar a Grace y Pat. Grace es una destacada activista escolar que no puede obtener las calificaciones que necesita. Pat es un chico rico y sucio que cree que el dinero puede comprar cualquier cosa. El negocio de Lynn se dispara y se inunda de dinero cuando decenas de estudiantes ofrecen su dinero a cambio de respuestas al examen.;3/5/17;
373569;Descontroladas;Incitada por su novio, Emily convence a su madre para ir a un viaje juntas a Ecuador. Pero una vez allí ambas mujeres son secuestradas, comenzando una aventura salvaje en el que su vínculo como madre e hija se fortalecerá mientras intentan escapar.;3/5/17;
375343;Muerte Súbita;Una guerra de pandillas viciosas por el dominio de las drogas atrae a un veterano de las fuerzas especiales John Bradley. Tratando de adaptarse a la vida normal y atormentado por demonios internos de un pasado violento, la retribución del hampa en su última conexión con la humanidad, una hija y un nieto conduce a un descenso de furia y violencia que ni siquiera la brutalidad del gangland está preparada.;2/5/17;
447352;Taking Earth;Debido a un inexplicable suceso, el mundo ha llegado al caos con parte de toda la población infectada con un extraño brote. Dos supervivientes, David y el joven Cameron, se une para tratar de encontrar a sus seres queridos, pero el joven tiene un secreto sobre la infección, no todo es lo que parece. Una raza de otro mundo está orquestando un ataque a la Tierra ocultos en el cielo, buscando a uno entre los millones de habitantes, buscan a Cameron. David deberá ayudar a Cameron a dar con su madre, Ellen, e intentar detener este ataque alienígena.;1/5/17;
550799;Seoane;Otoñal tarde de perros  En mi celda de dos metros cuadrados  Un paso, dos, tres, tres y medio y...  ¡Alto! media vuelta.  Y a empezar de nuevo  A mis espaldas cargo  Treinta años de cerrojos, llaves y candados  Pero siempre la conciencia puede más  De lo que el miedo puede.;1/5/17;
477783;Avec Thelma;Un volcán islandés ha bloqueado el tráfico aéreo y los padres de Thelma están atrapados en el extranjero. Hasta que los aviones vuelvan a volar por el cielo, Jean, Vincent y Thelma comparten el mismo techo.;1/5/17;
550792;Tomad nuestra voz en vuestras gargantas;"Voces del pasado, presente y futuro revelan las estructuras que conforman ""un país al pie de la montaña"". El miedo y la violencia es la columna vertebral de está montaña, que de forma invisible crece y se fortalece sumergiendo a la gente del pueblo en una gran sombra.";1/5/17;
455385;Susanne Bartsch: On Top;On Top documenta la vida de la emperatriz de la vida nocturna de Nueva York y fue la película de la noche de apertura de la presentación anual de NewFest, NYC de 2017 de aclamadas películas gay. El documental ilustra cómo la vida nocturna gay de la ciudad no es sencillamente divertida para las personas homosexuales, aunque los espacios que crea Bartsch permiten que las personas homosexuales se exploren a sí mismas, su sexualidad y la forma en que se expresan.;1/5/17;
454637;Illicit;Una pareja descubre que comenzar una relación matrimonial extra es mucho más fácil de hacer que terminar una cuando ambos son seducidos por situaciones externas.;1/5/17;
489435;Cortar: Las 1001 novias;Fernando se prepara emocionalmente para rodar en Gran Canaria su película más íntima. Para ello, revisa las cartas de amor de un tiempo ya lejano. Una vez en la isla, combatirá con sus fantasmas y recuerdos del pasado, manipulando emociones para revelar secretos del alma y restañar sus heridas.;30/4/17;
426284;La espada del inmortal;Manji es un samurai altamente cualificado que ha sido maldecido con la inmortalidad después de una batalla legendaria. Asombrado por el brutal asesinato de su hermana, Manji sabe que sólo la lucha contra el mal recobrará su alma. Es por esto que promete ayudar a una joven llamada Rin a vengar a sus padres, quienes fueron asesinados por un grupo de maestros espadachines liderados por el despiadado guerrero Anotsu. Una misión que cambiará a Manji de maneras que nunca podría imaginar...;29/4/17;
450654;Fuera de las Sombras;Un detective recién casado y su esposa embarazada se mudan a la casa de sus sueños sin darse cuenta de su oscura historia. Cuando su esposa afirma que su bebé está siendo atormentado por una fuerza sobrenatural y busca la ayuda de un demonólogo renegado, debe investigar el pasado para salvar a su familia.;29/4/17;
454953;Marc Márquez: De Cervera A Tokio;"Durante la temporada 2016 de MotoGP, Marc Márquez ha tenido que realizar varios viajes: un viaje interior que le ha llevado de ser un piloto agresivo y espontaneo a otro más frío y calculador; un viaje en el tiempo que le ha servido para recordar su habilidad innata de sobreponerse a las dificultades; pero sobre todo ha tenido que realizar un viaje cultural entre los dos mundos que conviven en su box.";28/4/17;
452413;This Is Not What I Expected;Una comedia romántica sobre un especialista en adquisición de hoteles y una chef que intenta ganárselo a través de sus platos para evitar así la venta del hotel.;28/4/17;
426413;La mano invisible;En una nave industrial, once personas son contratadas para hacer su trabajo frente a un público: un albañil, un carnicero, una costurera, una teleoperadora, un camarero, un mozo, un mecánico, un informático y una limpiadora. Obra de arte, reality show, experimento macabro: no saben ante lo que se hallan, ni quien es la mano que mueve los hilos en ese perverso teatrillo. Adaptación de la novela de Isaac Rosa, mordiente parábola sobre la precariedad laboral.;28/4/17;
333384;Lowriders;Una joven de las calles del Este de Los Angeles está contagiada por su padre por la cultura del automóvil Low Rider.;28/4/17;
317943;Yo no soy guerrillero;Actuando como soldados en la guerrilla, un joven rico y sus dos mejores amigos secuestran un avión para rescatar a la chica que ama, que fue secuestrada por los militares durante la guerra sucia mexicana.;28/4/17;
438756;Todo mujer;“Todo mujer” es la historia de un personaje que define una época. Su protagonista, Amalia, es una mujer de más de cincuenta años que sobrevive en una casa-palacio en la ciudad de Segovia. La ruina de la mansión viene de generaciones. Amalia padece de un tumor cerebral que la hace llevar una vida físicamente precaria. Es tal la pobreza en la que vive que pasa hambre. Vive en un fin de raza y de posición social, pero Amalia lucha contra su destino.;28/4/17;
367147;Buster's Mal Heart;Sigue a un montañista huyendo de las autoridades que sobrevivirá el invierno irrumpiendo en casas de vacaciones vacías. Perseguido por el recurrente sueño de estar perdido en el mar sólo para descubrir que el sueño es real: es un hombre en dos cuerpos.;28/4/17;
430598;La Dama Gris;Doyle es un detective de policía que pierde a su hermana y a su compañera y pareja, víctimas de un mismo asesino. Está tan afectado como obsesionado por encontrar al culpable, pero dado su grado de implicación, es apartado del caso. Incapaz de quedar al margen de la investigación, Doyle se establece temporalmente en una isla llevando consigo los archivos del caso.;28/4/17;
461235;The Liberator;Ben Plata también conocido como El Libertador tiene sólo unas pocas horas para recuperar un valor incalculable robado antigüedades y devolverlo en buen estado a su misterioso cliente femenino, ladrón reformado, Melinda página.;28/4/17;
411405;Pequeños delitos;Cuenta la historia de un ex-policía caído en desgracia, recién salido de prisión tras seis años por una sentencia de intento de asesinato, vuelve a casa en busca de redención pero se encuentra de frente con el lío que dejó atrás en el pasado.;28/4/17;
458784;STAR [Space Traveling Alien Reject];STAR [Space Traveling Alien Reject] (2017),  Greg Vincent es una lucha, escritor alcohólico que ha sufrido una pérdida terrible en su vida y está en busca de inspiración para su próxima historia. Durante este tiempo difícil, se encuentra con un extraño ser de fuera de este mundo. ¿Podría esto posible ser la base para la historia perfecta que podría poner en marcha no sólo su carrera sino también su vida?;28/4/17;
301372;Voice from the Stone;Una enfermera es contratada para cuidar de un niño que no habla desde que murió su madre, y que vive con su padre en un antiguo caserón italiano.;28/4/17;
483545;Party Night;Seis amigos se convierten en la presa de un sádico psicópata cuando deciden abandonar el baile de fin de curso de su instituto para seguir con la fiesta por su cuenta en una casa alejada de la ciudad.;28/4/17;
436827;Plan de fuga;Víctor, un atracador profesional, se introduce en una peligrosa banda de delincuentes compuesta en su totalidad por exmilitares del Este. Un grupo cerrado que, ante la muerte de uno de los suyos, se ve obligado a reclutar un nuevo miembro. El plan a realizar, robar un banco. El trabajo de nuestro protagonista, perforar la cámara acorazada.;28/4/17;
347882;Juego de manos;Jacob Latimore es Bo, un chico que queda huérfano y tiene que responsabilizarse por su hermana menor. Por lo mismo, decide utilizar sus trucos de magia para ganarse la vida. Sin embargo, la vida callejera de los Ángeles hace que Bo recurra a actividades ilegales para poder mantenerse a flote, lo que lleva a que una pandilla de criminales secuestren a su hermana. No obstante, estos no saben que Bo tiene un As bajo la manga, tiene el poder de mover los objetos con su mente y no se detendrá hasta poder recuperar a su hermanita.;28/4/17;
425134;Cómo ser un latin lover;Máximo, un gigoló especializado en la seducción de mujeres ancianas ricas, se casa con una mujer que le dobla en edad. Veinticinco años después, harto y aburrido de despertar junto a su esposa de 80 años, recibe la sorpresa de su vida cuando ella termina abandonándolo. Forzado a salir de su mansión y buscando desesperadamente dónde quedarse, deberá mudarse con su distante hermana Sara y su adorable hijo nerd Hugo, en su pequeño departamento.;28/4/17;
538496;Lucas Chronicle;"Lucas (Francisco Javier Sánchez) es un joven sin aspiraciones en la vida, no estudió, no tiene ningún graduado, pero se fue de misión militar a luchar en la guerra secreta de los hombres Kebab, en donde sufrió experimentos mutantes. Después de la guerra, Lucas terminó deprimido y arroyado al alcohol, pero su mejor amigo Daniel (Daniel Ensoleaga) le intenta ayudar en su recuperación emocional. Todo parecía tranquilo, hasta que un día cualquiera un empresario llamado Harry (Juan Antonio ""Ferta"" Molina) se vuelve loco y crea una organización criminal para acabar con toda la humanidad. En aquel entonces, tras su atentado contra los líderes mundiales, se volvió el terrorista más temido del mundo. Nadie sabía que hacer hasta que Barack Obama contacta con Lucas para acabar con Harry con la ayuda de un compañero inesperado. ¿Podrá Lucas ser tan responsable como para no llevar a todo el planeta tierra a la extinción?";28/4/17;
467895;Muerte en el nombre del Señor;En una antigua abadía, la madre superiora aparece muerta tras una caída que no parece accidental. La hermana Talia encargada de la investigación interna, tiene órdenes estrictas de la recién elegida madre superiora, debe descubrir la verdad y asegurar que la abadía permanezca intacta. Pocos días después, otra monja aparece asesinada y la nueva superiora decide ocultar los hechos. (FILMAFFINITY);28/4/17;
468320;Never Leave Alive;Rick Rainsford está atrapado en una isla desierta con su compañera reacia, Anna. Al intentar salvar a otro sobreviviente gravemente herido, se encuentran siendo cazados por Zaroff.;27/4/17;
434504;Siebzehn;Paula, una chica de diecisiete años, está secretamente enamorada de Charlotte, una compañera de clase que tiene novio. Al mismo tiempo, Tim se siente atraído por Paula, quien tendrá que decidir entre ser consecuente con sus deseos o dejarse llevar por los de los demás.;27/4/17;
457314;Los padecientes;Pablo Rouviot, un reconocido psicoanalista, recibe a Paula Vanussi, una joven que le formula un pedido bastante particular: el cuerpo de su padre, un poderoso empresario, fue encontrado asesinado a la orillas de un río, y su hermano, Javier, 22, un joven con graves problemas psicológicos, está acusado de haber sido el responsable del crimen.;27/4/17;
291276;Código abierto;Gira en torno a una agente de la CIA, especializada en interrogatorios, que es engañada por un sospechoso, lo que la situará en el centro de una acción terrorista que pretende hacer estallar un arma química en el centro de Londres.;27/4/17;
394830;La crucifixión;Cuando un sacerdote es encarcelado en Rumanía acusado de asesinato de una monja a la que realizaba un exorcismo, la periodista Nicole Rawlins investiga si el asesinato fue a una persona mentalmente enferma o, por el contrario, las acusaciones son falsas y simplemente perdió la batalla contra una presencia demoníaca. Una presencia que ahora podría estar experimentando ella misma.;27/4/17;
333357;Stephanie;Stephanie está sola en casa. No sabe por qué sus padres la han dejado allí, pero parece haberse acostumbrado a la situación, y es consciente de en qué momento debe esconderse para evitar la presencia amenazante que mora en las cercanías. ¿Deberíamos sufrir por ella, o quizá hay algo siniestro ocultándose tras los inocentes ojos de la niña?;27/4/17;
339988;El círculo;El día que Mae Holland es contratada para trabajar en el Círculo, la empresa de internet más influyente del mundo, sabe que se le ha concedido la oportunidad de su vida. A través de un innovador sistema operativo, el Círculo unifica direcciones de email, perfiles de redes sociales, operaciones bancarias y contraseñas de usuarios dando lugar a una única identidad virtual y veraz, en pos de una nueva era marcada por la transparencia.;27/4/17;
458124;Tobot;Durante un viaje familiar, Ryan y Kory se topan con una fuerza enemiga robot. Con la ayuda de sus amigos robots lucharán por acabar con la amenaza que pretende convertir a toda la humanidad en robots.;27/4/17;
436334;Django;La historia del famoso guitarrista y compositor Django Reinhardt, el primer músico de jazz europeo que llegó a ser tan influyente como los grandes artistas americanos. Además, también se centra en su huida de París en 1943 debido a la ocupación alemana. La familia del artista fue perseguida y acosada por los nazis debido a su origen gitano.;26/4/17;
444291;50 primaveras;Aurore Tabort está separada, acaba de perder su empleo y recibe la noticia de que va a ser abuela. A sus 50 años su vida parece estar estancada, pero cuando se encuentra por casualidad con un antiguo amor de su juventud, se produce un cambio en Aurore, y se niega a admitir que esa podría ser la ocasión perfecta para empezar una nueva vida.;26/4/17;
438347;La wedding planner;Mathias y Alexia son pareja desde hace años, y por primera vez, él la engaña con Juliette, una organizadora de bodas. Cuando Alexia descubre una tarjeta de visita de Juliettte en el bolsillo de Mathias, él pierde los nervios, tartamudea y ella se da cuenta enseguida de que hay algo sospechoso.;26/4/17;
459991;Caracas Vice;Caracas, Venezuela. 1982. Ryan de la DEA y Carlos el PTJ se unen para detener al narcotraficante más peligroso del país, el llamado Disco Herrera.;26/4/17;
482610;Stripped Down;El destino les ha dado a los hermanos Nate y Brian una gran mano en el pasado. Su club de striptease tenía una excelente reputación por ser el lugar más atractivo de la ciudad y el dinero estaba llegando. Nuevas chicas acudían todos los días para tener la oportunidad de adornar el escenario iluminado y las salas VIP. La vida era como un gran baile privado. Pero ahora, tres años después, la esposa de Nate, Tammy (Chanel Preston), ha decidido causar problemas y la bailarina estrella del club Jezebel (Anna Foxxx) quedó atrapada en el medio. La dueña del edificio, Veronica (Alana Cruise), está dando vueltas, haciendo preguntas, y le echa un ojo a Brian. El negocio que estaba tan lleno de finales felices se está volviendo complicada. ¿Dónde está la renta? ¿Dónde está el nuevo talento para mantener contentos a los clientes? ¿Y quién diablos robó todos los recibos del escritorio de Nate?.  Por todo ello ¿Sobrevivirá el club?;26/4/17;
457379;Orione;Ale robaba y la policía lo mató en un operativo luego de ser delatado. Un rompecabezas de elementos visuales y testimoniales nos sumerge en esta historia sin solución. A partir de un hecho particular, Orione nos enfrenta con situaciones que preferiríamos no ver. ;25/4/17;
417436;Medea;María José es una chica universitaria de 25 años que vive con sus padres. Lleva una vida intensa, vive su sexualidad sin restricciones y busca constantemente probar los límites de los demás y de sí misma. Un día conoce a Javier, se enamora e intenta tener una relación con él, pero su comportamiento empieza a cambiar radicalmente. Ella se encuentra en una etapa avanzada de embarazo y nadie lo sabe.;24/4/17;
454496;Una aventura simple;Edgar y David encuentran una escultura en una excavación arqueológica. Obsesionado con el hallazgo, Edgar inicia un viaje y desaparece sin dejar rastros. Años después, María, su hija, decide ir a buscarlo a la selva.;24/4/17;
454774;The Girl from the Song;A mitad de camino entre la experimentación visual, la road movie y la romcom indie, la película es el viaje de alguien que se enamora y que dejará su confortable vida para recuperar ese amor aunque tenga que viajar a la otra parte del mundo...;24/4/17;
454579;Cínicos;Los filósofos cínicos vivieron en la Antigua Grecia. Su nombre proviene de la palabra “perro”, denominación atribuida por su modo de vivir frugal. Consideraban que la civilización era un mal y por ello despreciaban las riquezas y repudiaban las ciencias, las normas y las convenciones.;24/4/17;
355193;Devil's Gate;La localidad de Devil's Gate, en Dakota del Norte, hace honor a su nombre: en ella ocurren sucesos extraños, como la desaparición de Maria y de su hijo, investigada por una agente del FBI. Todas las pistas apuntan al taciturno esposo de Maria, pero el caso no tarda en revelar algo terrible bajo su superficie.;24/4/17;
428449;A ghost story;Un hombre recientemente fallecido regresa a su casa como un fantasma vestido con una sábana blanca para consolar a su esposa. En su nuevo estado espectral, invisible para los mortales, ya no pertenece a ningún tiempo concreto y solo le queda observar con total pasividad cómo continúa la vida de la mujer que ama. Cada vez más perdido, el fantasma se embarca en un viaje cósmico a través de los recuerdos y la historia, enfrentándose a las eternas preguntas de la vida y a la inmensidad de la existencia;24/4/17;
448448;Pásame con Roger Stone;Crónica del ascenso político de Roger Stone, asesor de Donald Trump durante la campaña electoral que le llevó a alcanzar la presidencia de los Estados Unidos tras las elecciones de 2016. Stone, que ha acompañado al multimillonario durante tres décadas, llevaba planeando esta conquista durante años.  El documental se adentra en la mente de Stone a través de su propio testimonio y el de gente de su entorno, incluido Trump, para ofrecer una nueva visión de las manipulaciones que llevaron a la transformación en la política estadounidense.;23/4/17;
452235;Losing Sight of Shore;Sigue el extraordinario viaje de cuatro valientes mujeres conocidas como la Tripulación Coxless que se disponía a filar el Océano Pacífico desde San Francisco, CA a Cairns, Australia sin apoyo. Si tienen éxito, serán el primer equipo de cuatro que jamás lograrán esta hazaña fenomenal y peligrosa. Ellos están tomando esta expedición increíble no sólo para desafiarse a sí mismos sino para honrar a las mujeres que han luchado y superado la adversidad. A medida que filas más de 8.446 millas durante sus nueve meses en el mar, se enfrentan a extremos desafíos mentales y físicos que deben superar a fin de ir a la historia. Todo el mundo tiene un Pacífico para cruzar;23/4/17;
454349;Lineas Difusas: Dentro del Mundo del Arte;“Blurred Lines” arranca con el día en el que la corporación Lehman Brothers se declaró en bancarrota, evento que se considera el inicio de la crisis económica de 2008, y lo contrapone a una venta efectuada 24 horas después de una pieza del británico Damien Hirst por 300 millones de dólares.  10 años más tarde, nada parece haber afectado al mundo del mercado del arte, el cual al contrario a otros muchos sectores, no se ha visto afectado por la crisis financiera en lo más mínimo, y sufre una inflación astronómica.  Los antiguos mecenas del arte (reyes, nobles y papas) han sido reemplazados por corporaciones y coleccionistas multimillonarios que en la búsqueda de inversiones han convertido los procesos de tasación y venta de obras en procesos oscuros, secretos y no reglamentados.;23/4/17;
